,Body_Dimensions,Body_SIM,Body_Weight,Display_Resolution,Display_Size,Display_Type,Launch_Announced,Memory_Card slot,Memory_Internal,Name,Network_Technology,Platform_CPU,Platform_OS,Battery_Type,Comms_Bluetooth,Comms_Infrared port,Comms_NFC,Comms_Positioning,Comms_Radio,Comms_USB,Comms_WLAN,Features_Sensors,Main Camera_Dual,Main Camera_Features,Main Camera_Single,Main Camera_Triple,Main Camera_Video,Misc_Price,Selfie camera_Features,Selfie camera_Single,Selfie camera_Video,Sound_3.5mm jack,Sound_Loudspeaker,Selfie camera_Dual,Selfie camera_Triple,Main Camera_Quad,Main Camera_Dual or Triple,Main Camera_Penta,Main Camera_Five,Device_label,Brand
3011,151.3 x 82.4 x 8.3 mm (5.96 x 3.24 x 0.33 in),Micro-SIM,174 g (6.14 oz),"1600 x 2560 pixels, 16:10 ratio (~524 ppi density)","5.6 inches, 96.2 cm2 (~77.2% screen-to-body ratio)",Super AMOLED,"2014, September. Released 2014, November",microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM",Samsung Galaxy Note Edge,GSM / HSPA / LTE,Quad-core 2.7 GHz Krait 450,"Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)","Li-Ion 3000 mAh, removable","4.1, A2DP, EDR, LE",Yes,Yes,"GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL 3 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, UV, heart rate, SpO2",,"LED flash, panorama, HDR","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, AF, OIS",,"4K@30fps, 1080p@30/60fps, stereo sound rec.",About 300 EUR,,"3.7 MP, f/1.9",1440p@30fps,Yes,Yes,,,,,,,phone,samsung
3012,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in),"Dual SIM (Micro-SIM, dual stand-by)",175 g (6.17 oz),"1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","5.7 inches, 89.6 cm2 (~74.2% screen-to-body ratio)",Super AMOLED,"2014, October. Released 2014, October",microSDXC (dedicated slot),16GB 3GB RAM,Samsung Galaxy Note 4 Duos,GSM / HSPA / LTE,Quad-core 2.7 GHz Krait 450,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)","Li-Ion 3000 mAh, removable","4.1, A2DP, EDR, LE",Yes,Yes,"GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL 3 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2",,"LED flash, panorama, HDR","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, AF, OIS",,"4K@30fps, 1080p@30/60fps, stereo sound rec.",About 300 EUR,HDR,"3.7 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,Yes,,,,,,,phone,samsung
3013,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in),Micro-SIM,176 g (6.21 oz),"1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","5.7 inches, 88.5 cm2 (~73.4% screen-to-body ratio)",Super AMOLED,"2014, Q4. Released 2014, Q4",microSDXC (dedicated slot),32GB 3GB RAM,Samsung Galaxy Note 4 (USA),GSM / CDMA / HSPA / EVDO / LTE,Quad-core 2.7 GHz Krait 450,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)","Li-Ion 3220 mAh, removable","4.1, A2DP, EDR, LE",Yes,Yes,"GPS, GLONASS",No,"microUSB 2.0 (MHL 3 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2",,"LED flash, panorama, HDR","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, AF, OIS",,"4K@30fps, 1080p@30/60fps, stereo sound rec.",About 250 EUR,HDR,"3.7 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,Yes,,,,,,,phone,samsung
3014,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in),Micro-SIM,176 g (6.21 oz),"1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","5.7 inches, 88.5 cm2 (~73.4% screen-to-body ratio)",Super AMOLED,"2014, September 03. Released 2014, October",microSDXC (dedicated slot),32GB 3GB RAM,Samsung Galaxy Note 4,GSM / HSPA / LTE,Quad-core 2.7 GHz Krait 450 - Snapdragon 805Octa-core (4x1.3 GHz Cortex-A53 & 4x1.9 GHz Cortex-A57) - Exynos 5433,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)","Li-Ion 3220 mAh, removable","4.1, A2DP, EDR, LE",Yes,Yes,"GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL 3 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2",,"LED flash, panorama, HDR","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, AF, OIS",,"4K@30fps, 1080p@30/60fps, stereo sound rec.",About 350 EUR,HDR,"3.7 MP, f/1.9, 22mm (wide)",1440p@30fps,Yes,Yes,,,,,,,phone,samsung
3015,213.1 x 126.2 x 9.7 mm (8.39 x 4.97 x 0.38 in),Micro-SIM,393 g (13.86 oz),"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~69.0% screen-to-body ratio)",LCD,"2014, September. Released 2014, December",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab Active LTE,GSM / HSPA / LTE,Quad-core 1.2 GHz Cortex-A7,"Android 4.4.2 (KitKat), TouchWiz UI","Li-Ion 4450 mAh, removable","4.0, A2DP, LE",,Yes,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, compass",,LED flash,"3.15 MP, AF",,720p@30fps,About 350 EUR,,1.2 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3016,213.1 x 126.2 x 9.7 mm (8.39 x 4.97 x 0.38 in),No,393 g (13.86 oz),"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~69.0% screen-to-body ratio)",LCD,"2014, September. Released 2014, December",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab Active,No cellular connectivity,Quad-core 1.2 GHz Cortex-A7,"Android 4.4.2 (KitKat), upgradable to Android 5.1.1, TouchWiz UI","Li-Ion 4450 mAh, removable","4.0, A2DP, LE",,Yes,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, compass",,LED flash,"3.15 MP, AF",,720p@30fps,About 300 EUR,,1.2 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3017,163.6 x 84.9 x 8.6 mm (6.44 x 3.34 x 0.34 in),Micro-SIM,194 g (6.84 oz),"720 x 1280 pixels, 16:9 ratio (~245 ppi density)","6.0 inches, 99.2 cm2 (~71.5% screen-to-body ratio)",IPS LCD,"2014, September. Released 2014, September",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Mega 2,GSM / HSPA / LTE,Quad-core 1.5 GHz (SM-G750F)Quad-core 1.2 GHz Cortex-A53 (SM-G7508),Android 4.4.3 (KitKat),"Li-Ion 2800 mAh, removable","4.0, A2DP, LE",,Yes,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass",,"LED flash, panorama, HDR","8 MP, AF",,1080p@30fps,About 340 EUR,,2.1 MP,,Yes,Yes,,,,,,,phone,samsung
3018,58.1 x 39.9 x 12.5 mm (2.29 x 1.57 x 0.49 in),Nano-SIM,67 g (2.36 oz),360 x 480 pixels (~300 ppi density),2.0 inches,Super AMOLED,"2014, August. Released 2014, October",No,4GB 512MB RAM,Samsung Gear S,GSM / HSPA,Dual-core 1.0 GHz Cortex-A7,Tizen OS,"Li-Ion 300 mAh, non-removable","4.1, A2DP, LE",,No,"GPS, GLONASS",No,microUSB 2.0,Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, proximity, compass, heart rate, barometer, UV light",,,,,,About 300 EUR,,,,No,Yes,,,,,,,watch,samsung
3019,58.7 x 37.9 x 9.9 mm (2.31 x 1.49 x 0.39 in),No,55 g (1.94 oz),320 x 320 pixels (~278 ppi density),1.63 inches,Super AMOLED,"2014, February. Released 2014, May",No,4GB 512MB RAM,Samsung Gear 2 Neo,No cellular connectivity,Dual-core 1.0 GHz Cortex-A7,Tizen OS,"Li-Ion 300 mAh, non-removable","4.0, LE",Yes,No,No,No,No,No,"Accelerometer, gyro, heart rate",,,,,,About 170 EUR,,,,No,Yes,,,,,,,watch,samsung
3020,56.4 x 37.9 x 8.9 mm (2.22 x 1.49 x 0.35 in),No,59 g (2.08 oz),320 x 320 pixels (~278 ppi density),1.63 inches,Super AMOLED,"2014, June. Released 2014, July",No,4GB 512MB RAM,Samsung Gear Live,No cellular connectivity,Quad-core 1.2 GHz Cortex-A7,Android Wear OS,"Li-Ion 300 mAh, non-removable","4.0, LE",,No,No,No,No,No,"Accelerometer, gyro, heart rate, compass",,,,,,,,,,No,Yes,,,,,,,watch,samsung
3021,58.4 x 36.9 x 10 mm (2.30 x 1.45 x 0.39 in),No,68 g (2.40 oz),320 x 320 pixels (~278 ppi density),1.63 inches,Super AMOLED,"2014, April. Released 2014, April",No,4GB 512MB RAM,Samsung Gear 2,No cellular connectivity,Dual-core 1.0 GHz Cortex-A7,Tizen OS,"Li-Ion 300 mAh, non-removable","4.0, LE",Yes,No,No,No,No,No,"Accelerometer, gyro, heart rate",,,"2 MP, AF",,720p,About 230 EUR,,,,No,Yes,,,,,,,watch,samsung
3022,56.6 x 36.8 x 11.1 mm (2.23 x 1.45 x 0.44 in),No,73.8 g (2.61 oz),320 x 320 pixels (~278 ppi density),1.63 inches,Super AMOLED,"2013, September. Released 2013, September",No,4GB 512MB RAM,Samsung Galaxy Gear,No cellular connectivity,800 MHz,Tizen OS,"Li-Ion 315 mAh, non-removable","4.0, LE",,No,No,No,No,No,"Accelerometer, gyro",,,"1.9 MP, AF",,720p,About 270 EUR,,,,No,Yes,,,,,,,watch,samsung
3023,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Micro-SIM,145 g (5.11 oz),"1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","5.1 inches, 71.7 cm2 (~69.6% screen-to-body ratio)",Super AMOLED,"2014, August. Released 2014, August",microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",Samsung Galaxy S5 LTE,GSM / HSPA / LTE,Quad-core 2.5 GHz Krait 450,"Android 4.4.2 (KitKat), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,Yes,"GPS, GLONASS",No,"microUSB 3.0 (MHL 2.1 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",,"LED flash, panorama, HDR","16 MP, 1/2.6"", 1.12µm, PDAF",,"4K@30fps, 1080p@30/60fps, 720p@120fps, HDR, stereo sound rec.",About 390 EUR,Dual video call,2 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3024,132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),Nano-SIM,115 g (4.06 oz),"720 x 1280 pixels, 16:9 ratio (~312 ppi density)","4.7 inches, 60.9 cm2 (~70.2% screen-to-body ratio)",Super AMOLED,"2014, August. Released 2014, September",No,32GB 2GB RAM,Samsung Galaxy Alpha (S801),GSM / HSPA / LTE,Quad-core 2.5 GHz Krait 400,"Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)","Li-Ion 1860 mAh, removable","4.0, A2DP, EDR, LE",,Yes,"GPS, GLONASS, BDS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate",,"LED flash, panorama, HDR","12 MP, f/2.2, 31mm (standard), PDAF",,"4K@30fps, 1080p@60fps, 720p@120fps",About 450 EUR,,2.1 MP,,Yes,Yes,,,,,,,phone,samsung
3025,132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),Nano-SIM,115 g (4.06 oz),"720 x 1280 pixels, 16:9 ratio (~312 ppi density)","4.7 inches, 60.9 cm2 (~70.2% screen-to-body ratio)",Super AMOLED,"2014, August. Released 2014, September",No,32GB 2GB RAM,Samsung Galaxy Alpha,GSM / HSPA / LTE,Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),"Android 4.4.4 (KitKat), upgradable to 5.0.2 (Lollipop)","Li-Ion 1860 mAh, removable","4.0, A2DP, EDR, LE",,Yes,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate",,"LED flash, panorama, HDR","12 MP, f/2.2, 31mm (standard), AF",,"4K@30fps, 1080p@60fps, 720p@120fps",About 390 EUR,,2.1 MP,,Yes,Yes,,,,,,,phone,samsung
3026,131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),"Dual SIM (Micro-SIM, dual stand-by)",118 g (4.16 oz),"720 x 1280 pixels, 16:9 ratio (~326 ppi density)","4.5 inches, 55.8 cm2 (~65.7% screen-to-body ratio)",Super AMOLED,"2014, August. Released 2014, August",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy S5 mini Duos,GSM / HSPA,Quad-core 1.4 GHz,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","Li-Ion 2100 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate",,"LED flash, HDR, panorama","8 MP, AF",,1080p@30fps,About 250 EUR,,2.1 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3027,132.9 x 66 x 9.9 mm (5.23 x 2.60 x 0.39 in),Micro-SIM,136.9 g (4.80 oz),"540 x 960 pixels, 16:9 ratio (~245 ppi density)","4.5 inches, 55.8 cm2 (~63.6% screen-to-body ratio)",TFT,"2014, July. Released 2014, July",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Avant,GSM / HSPA / LTE,Quad-core 1.2 GHz Cortex-A7,Android 4.4.2 (KitKat),"Li-Ion 2100 mAh, removable","4.0, A2DP",,Yes,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity, compass",,"LED flash, panorama","5 MP, AF",,720p,About 160 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3028,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),"Dual SIM (Micro-SIM, dual stand-by)",124 g (4.37 oz),"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)",TFT,"2014, August. Released 2014, August",microSDHC (dedicated slot),4GB 512MB RAM,Samsung Galaxy S Duos 3,GSM / HSPA,Dual-core 1.2 GHz Cortex-A7,Android 4.4.2 (KitKat),"Li-Ion 1500 mAh, removable","4.0, A2DP",,No,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,,LED flash,"5 MP, AF",,720p@30fps,About 100 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3029,112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in),"Dual SIM, (Mini-SIM, dual stand-by)",75 g (2.65 oz),128 x 160 pixels (~102 ppi density),"2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)","TFT, 65K colors","2014, May. Released 2014, June",microSDHC (dedicated slot),,Samsung Guru Music 2,GSM,208 MHz,,"Li-Ion 800 mAh, removable",No,,No,No,"Stereo FM radio, RDS, recording",microUSB 2.0,No,,,,,,,About 20 EUR,,,,Yes,Yes,,,,,,,phone,samsung
3030,112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in),"Dual SIM, (Mini-SIM, dual stand-by)",74 g (2.61 oz),128 x 160 pixels (~102 ppi density),"2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)","TFT, 65K colors","2014, May. Released 2014, June",microSDHC (dedicated slot),,Samsung Metro 312,GSM,208 MHz,,"Li-Ion 1000 mAh, removable","3.0, A2DP",,No,No,Stereo FM radio,microUSB 2.0,No,,,,0.3 MP,,QCIF@15ps,,,,,Yes,Yes,,,,,,,phone,samsung
3031,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),No,320 g (11.29 oz),"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~71.3% screen-to-body ratio)",TFT,"Exp. announcement 2015, Q3",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab 4 8.0 (2015),No cellular connectivity,Quad-core 1.2 GHz Cortex-A53,Android 4.4.4 (KitKat),"Li-Po 4450 mAh, non-removable","4.0, A2DP",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct",Accelerometer,,,3.15 MP,,720p@30fps,,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3032,121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",123 g (4.34 oz),"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)",TFT,"2014, July. Released 2014, August",microSDHC (dedicated slot),4GB 512MB RAM,Samsung Galaxy Ace NXT,GSM / HSPA,1.2 GHz Cortex-A7,Android 4.4.2 (KitKat),"Li-Ion 1500 mAh, removable","4.0, A2DP",,No,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,,LED flash,3.15 MP,,VGA@30fps,About 90 EUR,,"VGA, SM-G313HZ only",,Yes,Yes,,,,,,,phone,samsung
3033,129.7 x 65.9 x 9.4 mm (5.11 x 2.59 x 0.37 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",129 g (4.55 oz),"480 x 800 pixels, 5:3 ratio (~217 ppi density)","4.3 inches, 52.6 cm2 (~61.6% screen-to-body ratio)",TFT,"2014, July. Released 2014, August",microSDHC (dedicated slot),4GB 512MB RAM,Samsung Galaxy Star 2 Plus,GSM,1.2 GHz Cortex-A7,Android 4.4.2 (KitKat),"Li-Ion 1800 mAh, removable","4.0, A2DP",,No,No,FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,,LED flash,3.15 MP,,320p,About 90 EUR,,,,Yes,Yes,,,,,,,phone,samsung
3034,131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),Micro-SIM,120 g (4.23 oz),"720 x 1280 pixels, 16:9 ratio (~326 ppi density)","4.5 inches, 55.8 cm2 (~65.7% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, July",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy S5 mini,GSM / HSPA / LTE,Quad-core 1.4 GHz Cortex-A7,"Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop), TouchWiz UI","Li-Ion 2100 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,Yes (LTE model only),"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate",,"LED flash, HDR, panorama","8 MP, f/2.4, 31mm (standard), AF",,1080p@30fps,About 220 EUR,,2.1 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3035,121.4 x 62.9 x 11 mm (4.78 x 2.48 x 0.43 in),Micro-SIM,130.3 g (4.59 oz),"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)",TFT,"2014, June. Released 2014, August",microSDXC (dedicated slot),4GB 1GB RAM,Samsung Galaxy Ace 4 LTE G313,GSM / HSPA / LTE,Dual-core 1.2 GHz,Android 4.4.2 (KitKat),"Li-Ion 1800 mAh, removable","4.0, A2DP",,Yes,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,,"LED flash, panorama","5 MP, AF",,720p@30fps,About 250 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3036,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),Micro-SIM,123.8 g (4.37 oz),"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)",TFT,"2014, June. Released 2014, August",microSDXC (dedicated slot),4GB 512MB RAM,Samsung Galaxy Ace 4,GSM / HSPA,Dual-core 1.0 GHz,Android 4.4.2 (KitKat),"Li-Ion 1500 mAh, removable","4.0, A2DP",,No,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,,"LED flash, panorama","5 MP, AF",,720p@30fps,About 220 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3037,109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),"Dual SIM (Micro-SIM, dual stand-by)",108 g (3.81 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)","3.5 inches, 36.5 cm2 (~55.5% screen-to-body ratio)","TFT, 256K colors","2014, June. Released 2014, October",microSDHC (dedicated slot),4GB 512MB RAM,Samsung Galaxy Young 2,GSM / HSPA,1.0 GHz Cortex-A7,Android 4.4.2 (KitKat),"Li-Ion 1300 mAh, removable","4.0, A2DP",,No,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,480p@24fps,About 100 EUR,,,,Yes,Yes,,,,,,,phone,samsung
3038,109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),"Dual SIM (Mini-SIM, dual stand-by)",107.6 g (3.81 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)","3.5 inches, 36.5 cm2 (~55.5% screen-to-body ratio)",TFT,"2014, June. Released 2014, August",microSDHC (dedicated slot),4GB 512MB RAM,Samsung Galaxy Star 2,GSM,1.0 GHz,Android 4.4.2 (KitKat),"Li-Ion 1300 mAh, removable","4.0, A2DP",,No,No,FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot",Accelerometer,,,2 MP,,480p@24fps,About 120 EUR,,,,Yes,Yes,,,,,,,phone,samsung
3039,130.3 x 68 x 9.8 mm (5.13 x 2.68 x 0.39 in),"Dual SIM (Micro-SIM, dual stand-by)",138 g (4.87 oz),"480 x 800 pixels, 5:3 ratio (~207 ppi density)","4.5 inches, 57.6 cm2 (~65.1% screen-to-body ratio)","TFT, 256K colors","2014, June. Released 2014, July",microSDXC (dedicated slot),4GB 768MB RAM,Samsung Galaxy Core II,GSM / HSPA,Quad-core 1.2 GHz,Android 4.4.2 (KitKat),"Li-Ion 2000 mAh, removable","4.0, A2DP",,No,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Accelerometer,,LED flash,"5 MP, AF",,480p@30fps,About 130 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3040,144 x 74 x 8.9 mm (5.67 x 2.91 x 0.35 in),Micro-SIM,158 g (5.57 oz),"1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","5.1 inches, 71.7 cm2 (~67.3% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, June",microSDXC (dedicated slot),16GB 2GB RAM,Samsung Galaxy S5 Sport,GSM / CDMA / HSPA / LTE,Quad-core 2.5 GHz Krait 400,"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",,Yes,"GPS, GLONASS",No,"microUSB 2.0 (MHL 2.1 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass, barometer, heart rate",,"LED flash, panorama, HDR","16 MP, 1/2.6"", 1.12µm, AF",,"4K@30fps, 1080p@30fps",About 300 EUR,,2 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3041,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Micro-SIM,145 g (5.11 oz),"1440 x 2560 pixels, 16:9 ratio (~577 ppi density)","5.1 inches, 71.5 cm2 (~69.4% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, July",microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM",Samsung Galaxy S5 LTE,GSM / HSPA / LTE,Quad-core 2.5 GHz Krait 450,"Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,Yes,"GPS, GLONASS, BDS",No,"microUSB 3.0 (MHL 2.1 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",,"LED flash, panorama, HDR","16 MP, 1/2.6"", 1.12µm, PDAF",,"4K@30fps, 1080p@60fps, 720p@120fps, HDR",About 300 EUR,Dual video call,2 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3042,212.8 x 125.6 x 6.6 mm (8.38 x 4.94 x 0.26 in),Micro-SIM,298 g (10.51 oz),"1600 x 2560 pixels, 16:10 ratio (~359 ppi density)","8.4 inches, 204.6 cm2 (~76.5% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, July",microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM",Samsung Galaxy Tab S 8.4 LTE,GSM / HSPA / LTE,Quad-core 2.3 GHz Krait 400 (S800)Quad-core 1.9GHz Cortex-A15 & quad-core 1.3 GHz Cortex-A7 (Exynos 5420),"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Li-Ion 4900 mAh, non-removable","4.0, A2DP, LE",Yes,No,"GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,LED flash,"8 MP, AF",,1080p@30fps,About 370 EUR,,2.1 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
